Chromosome	Start	Stop	Target	Strand	Sattelite	Locus
chr1	127304044	127304500	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127305391	127305847	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127306772	127307228	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127308119	127308575	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127309500	127309956	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127310847	127311303	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127312227	127312683	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127313574	127314030	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127314954	127315410	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127316301	127316757	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127317681	127318137	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127319028	127319484	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127320408	127320864	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127321755	127322211	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127323135	127323591	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127324482	127324938	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127325863	127326319	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127327210	127327666	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127328590	127329046	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127329937	127330393	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127331318	127331774	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127332665	127333121	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127333986	127334442	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127335367	127335823	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127336773	127337229	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127338179	127338635	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127339525	127339981	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127340906	127341362	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127342312	127342768	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127343659	127344115	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127345040	127345496	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127346446	127346902	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127347853	127348309	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127349237	127349693	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127350583	127351039	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127351964	127352420	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127353371	127353827	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127354718	127355174	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127356039	127356495	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127357419	127357875	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127358766	127359222	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127360087	127360543	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127361468	127361924	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127362815	127363271	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127364136	127364592	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127365786	127366242	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127367192	127367648	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127368598	127369054	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127370004	127370460	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127371351	127371807	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127372732	127373188	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127374138	127374594	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127375485	127375941	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127376866	127377322	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127378273	127378729	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127379680	127380136	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127381001	127381457	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127382296	127382752	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127383677	127384133	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127384998	127385454	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127386349	127386809	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127387677	127388133	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127389058	127389514	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127390379	127390835	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127391760	127392216	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127393681	127394137	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127395088	127395544	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127396495	127396948	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127397875	127398331	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127399223	127399679	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127400597	127401059	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127401951	127402406	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127403328	127403784	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127404675	127405131	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127406055	127406511	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127407402	127407858	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127408749	127409205	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127410130	127410586	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127411478	127411933	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127412859	127413315	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127414206	127414659	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127415584	127416040	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127417084	127417540	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127418876	127419315	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127420028	127420483	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127422740	127423195	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127424516	127424971	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127426292	127426747	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127427600	127428055	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127429375	127429814	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127432071	127432526	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127434246	127434684	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127436019	127436471	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127437765	127438220	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127440009	127440462	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127441783	127442238	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127443950	127444389	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127445710	127446165	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127447485	127447940	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127449660	127450115	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127451364	127451818	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127453607	127454046	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127455367	127455822	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127457611	127458050	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127459371	127459826	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127461068	127461523	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127463243	127463698	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127465487	127465939	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127467188	127467643	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127469432	127469887	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127471653	127472108	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127473828	127474283	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127475558	127476013	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127478270	127478725	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127480023	127480478	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127482198	127482653	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127483928	127484383	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127486640	127487095	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127488393	127488848	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127490568	127491006	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127492341	127492793	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127494114	127494569	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127494577	127495015	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127495887	127496339	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127497659	127498115	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	127499452	127499891	ATrav-08-04-013-HS	0	+	hsat2_1_3(A1,B)	q12
chr1	128734923	128735236	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128736605	128737061	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128738430	128738869	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128739850	128740279	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128741142	128741598	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128742970	128743424	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128744830	128745278	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128746255	128746711	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128748192	128748634	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128750444	128750900	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128752707	128753121	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128754425	128754862	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128756151	128756598	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128756690	128757135	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128757991	128758447	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128761570	128762023	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128762257	128762653	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128764704	128765141	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128766871	128767261	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128767969	128768347	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128773262	128773649	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128774786	128775196	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128777165	128777601	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128778983	128779428	ATrav-08-04-013-HS	0	+	hsat2_1_4(B,A1,A2)	q12
chr1	128888020	128888442	ATrav-08-04-013-HS	0	+	hsat2_1_5(B)	q12
chr1	128894275	128894706	ATrav-08-04-013-HS	0	+	hsat2_1_5(B)	q12
chr1	129008457	129008902	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129010284	129010720	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129012686	129013099	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129013855	129014288	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129014210	129014623	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129019538	129019916	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129020624	129021014	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129022640	129023080	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129025095	129025527	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129025762	129026215	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129027698	129028155	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129029540	129029996	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129030852	129031297	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129031386	129031836	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129033125	129033562	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129034769	129035207	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129034863	129035280	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129037110	129037566	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129039376	129039818	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129041299	129041755	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129042737	129043174	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129044171	129044627	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129046097	129046550	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129047449	129047888	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129048884	129049340	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129051177	129051636	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129052170	129052626	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129053973	129054429	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129055697	129056153	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129057548	129058003	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129059843	129060297	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129061669	129062123	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129063025	129063481	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129064406	129064793	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129065571	129065924	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129066736	129067192	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129068117	129068573	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129069439	129069895	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129070787	129071243	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129072168	129072521	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129073333	129073789	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129074714	129075067	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129075879	129076335	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129077650	129078106	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129079031	129079384	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129080196	129080652	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129081577	129082033	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129082922	129083378	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129084303	129084759	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129085648	129086001	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129086813	129087269	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129088194	129088650	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129089425	129089881	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129090806	129091262	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129092127	129092583	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129093357	129093813	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129094704	129095160	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129096084	129096540	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129097431	129097887	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129098752	129099208	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129100132	129100588	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129101480	129101936	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129102861	129103317	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129104206	129104662	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129105587	129106043	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129106934	129107390	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129108302	129108758	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129109647	129110103	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129111028	129111484	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129112375	129112831	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129113756	129114212	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129115104	129115560	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129116485	129116941	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129117806	129118262	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129119866	129120322	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129121214	129121670	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129122595	129123051	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129123942	129124398	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129125323	129125779	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129126670	129127126	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129128077	129128533	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129129458	129129914	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129130806	129131262	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129132077	129132511	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129132213	129132669	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129133620	129134076	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129135001	129135457	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129136349	129136805	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129137730	129138186	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129139078	129139534	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129140459	129140915	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129141807	129142262	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129143187	129143643	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129144535	129144991	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129145916	129146372	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129147263	129147719	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129148670	129149126	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129150051	129150507	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129151373	129151829	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129152644	129153078	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129152780	129153236	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129154185	129154641	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129155592	129156048	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129156973	129157429	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129158321	129158777	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129159702	129160158	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129161050	129161506	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129162431	129162887	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129163779	129164235	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129165160	129165616	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129166508	129166964	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129167889	129168345	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129169237	129169693	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129170618	129171074	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129171966	129172422	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129173347	129173803	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129174695	129175151	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129176076	129176532	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129177457	129177913	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129178805	129179261	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129180186	129180642	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129181534	129181990	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129182915	129183371	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129184263	129184719	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129185644	129186100	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129186992	129187448	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129188373	129188829	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129189721	129190177	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
chr1	129191102	129191558	ATrav-08-04-013-HS	0	-	hsat2_1_6(A2,A1,B)	q12
